私がその後の様子を日記に書きます	I wrote about what it was like afterwards in my diary.
私がXをそのまま日記に書きます	I write X just as it is in my diary.
エッセイストとして活躍していた著者が、初めて小説を書く	The author, who was working as a essayist, will write a novel for the first time.
彼が７５歳までに本を３冊書きました	He wrote three books by the age of 75.
彼がようやく１０月号の原稿を書いた	He finally wrote a draft for the October issue.
彼がXをそのまま日記に書きます	He writes X just as it is in his journal.
彼がXをそのまま詩に書きます	He writes X just as it is in a poem.
画面に表示するたびに私がプログラムを自分で書く	Every time it's shown on the display, I write a program myself.
久しぶりにうちの社長がブログを書きます	Our manager will start blogging after having not blogged for quite a while.
さて何を書きましょう	So, what should I write?
結論を先に書く	Write the conclusion first.
車を見に行った話を１３日の日記に書きます	I will write about going to look at cars in my journal for the 13th.
彼が長々と書いた	He wrote at great length.
彼が初めて人にＥメールを書いた	He e-mailed someone for the first time.
彼がちょろっとコメントを書く	He writes brief comments.
私が書いた	I wrote it.
お風邪など召しませんようくれぐれも体にはお気をつけて	Be careful not to catch a cold.
特に健康管理には十分気をつけましょう	You should take full control of your own health care.
飼い主がしっかりペットフードの知識を身につけましょう	An owner should know everything about pet food.
彼が学力や能力をしっかり身につけている	He is fully acquiring scholastic abilities and proficiency.
彼がそれにまだ手をつけてません	He hasn't gotten started on it yet.
山田が再びタバコに火をつける	Mr./Ms. Yamada lights up a cigarette again.
茎の先に１個ずつ紫色の花をつける	It produces a purple flower at the tip of each stem.
彼が子供に名前をつけた	He named the child.
まずデザインでライバルに差をつけました	At first, we took the lead in the competition with the design.
全員が自習の習慣を身につけている	Everyone has very good self-study habits.
豚肉にはＡで下味をつける	Season the pork with A.
たわわに柿が実をつける	A persimmon tree produces a lot of fruit.
煮汁に片栗粉でとろみをつける	Thicken the broth with starch.
彼がすぐにテレビをつける	He immediately turns on the TV.
我々がその点に目をつけた	We fixed our eyes on that point.
清潔なものを身につけている	He/She is immaculately dressed.
当社はお客様に以下のサービスを提供します	Our company offers the following services to customers.
当社は高品質の商品を提供します	Our company provides high-quality products.
当社は、審査のため、関係各所等に情報を提供します	For the review, our company is providing information to all parties concerned.
われわれはお客さまに最先端の技術を提供してきました	We have provided our customers with the most advanced technology.
弊社は第三者にお客様のデータを提供しません	Our company will not disclose customer data to third parties.
われわれは、彼らに対話・交流の場を提供します	We provide them with a place to communicate and interact.
当ホテルはお客様に憩いの場所を提供します	Our hotel will be a haven of rest for our guests.
当社はお客様にベストのソリューションを提供します	Our company provides the best solution for customers.
われわれはシングルサインオン環境をユーザに提供します	We provide a single sign-on environment to users.
それがユーザに以下の機能を提供します	It provides the following functions for users.
スタッフが患者様中心の看護を提供します	Our staff provide patient-centered care.
私たちは子どもたちに体験学習の機会を提供します	We give children opportunities to learn through experience.
シェフが体に優しくおいしい料理をお客様に提供します	Our chef serves delicious and healthy food.
われわれがわれわれならではの価値をお客様に提供します	We provide guests with our unique values.
このバージョンは単純な方法をエンドユーザに提供します	This version provides a simple method for end users.
早速主催者の方からお礼のメールを頂きました	I promptly received a thank you e-mail from the host.
それがXなどからお客様に好評を頂きます	We are popular with customers for having X.
Xができたと山田先生からお褒めの言葉を頂きました	I was complimented by Mr./Ms. Yamada for doing X.
当社は、福祉施設、個人のお客様からも多くの注文を頂きます	Our company also gets a lot of orders from welfare institutions and individual customers.
受験生の方からも多くの問い合せを頂きます	We are receiving many inquiries from examinees.
お届けまでに多少お時間を頂きます	It will take some time before it is delivered.
お届けまでに多少日数を頂きます	Delivery will take a few days.
３名様の場合は、１５，０００円の追加料金を頂きます	It will cost an extra 15,000 yen for three people.
お客様には信頼と評価を頂いています	We receive trust and acclaim from our customers.
お料理をみんなで頂きました	We all had the meal together.
妊娠中の方から、時々質問を頂きました	We sometimes get questions from pregnant women.
来春まで１年間しばらくお休みを頂きます	I will take a one-year leave until next spring.
メール発信者の方には掲載の許可を頂いてます	We got permission from the sender to post the e-mail on the website.
仕事の話を頂いた	I was offered a job.
その旨の連絡を頂いております	I received the message.
一緒にご飯を頂く	I/We will have dinner with him/her/them.
たどりつくまでに、かなり時間がかかりました	It took a lot of time to get there.
追加の場合には、３０００円の料金がかかります	If you would like more, it will cost an extra 3,000 yen.
振り込みの場合には１６０円の手数料がかかります	There is a 160 yen service charge for transfers.
かなり治療に時間と金がかかります	Treatment will cost a considerable amount of time and money.
取り出すまでに非常に手間がかかる	It takes a lot of effort to get it out.
完成するまでには多くの人手がかかります	It takes a lot of labor to complete it.
１０万円の費用がかかります	It costs 100,000 yen.
腰に負担がかかる	It's hard on your back.
時々携帯に見知らぬ人から電話がかかる	Sometimes, I get phone calls from strangers.
全ての作業を終えるのに３時間かかりました	It took 3 hours to finish all the work.
さらにこの傾向に拍車がかかる	This trend is being spurred on.
非常に生産にコストがかかります	The production cost is very high.
その病気に６００万人もの人がかかる	6,000,000 people suffer from that disease.
それがやはり気にかかる	I am still concerned about that.
不意に後ろから声がかかった	Someone suddenly spoke out from behind.
それらが共同で、光記録技術の研究を進める	They collaborate on advancing research in optical recording technology.
着々と契約前審査の準備を進める	Preparations for the pre-signing review steadily advanced.
地質調査所では技術の開発を進めている	The technology is being developed at the geological survey center.
それが協働の社会づくりを進めます	It will advance the creation of a society in which people collaborate with each other.
彼がゆっくりと奥の方へ歩を進める	He slowly goes further in.
先生は手術する前提でどんどん話を進めました	The doctor continued the conversation with the assumption that I would have an operation.
防犯協会は行楽期の地域安全運動を進めます	The Crime Prevention Association promotes the local traffic safety program during the tourist season.
それが資源の再生利用を進めます	It promotes the resource recycling utilization.
先生が基本的に講義形式で授業を進める	Lectures are the basis for how teachers give their lessons.
われわれはさらに、地すべり構造の解明を進める	We advance the understanding of the structure of landslides.
男がその人に声をかけた	The man said something to the person.
彼が犬に首輪をかける	He puts a collar on the dog.
気軽にこえをかける	He/She calls out to people easily.
みなさまには、大変ご迷惑をおかけいたしております	We deeply apologize for the inconvenience.
彼が情けを人にかける	He shows mercy to them.
本当にみなさんにお世話をかけました	I'm sorry I caused everyone so much trouble.
彼は答える前にじっくりと時間をかけた	He took a lot of time before answering the question.
彼がすぐにその番号に電話をかける	He immediately dialed that number.
彼が携帯を首にかける	He puts the mobile phone around his neck.
彼がサイフやXにあまり金をかけない	He doesn't spend much money on his wallet or on X.
それはあまり肌に負担をかけません	It doesn't hurt your skin.
山田の肩に、そっと誰かが手をかけた	Someone placed a hand gently on Mr./Ms. Yamada's shoulder.
彼は眼鏡をかけていた	He was wearing glasses.
Xが混乱に拍車をかける	X has spurred the confusion.
彼がキャリアと技術にさらに磨きをかける	He hones his work and skills.
メードがパンの上にトマトソースをたっぷりかける	The maid put a lot of tomato sauce on the bread.
彼が醤油をサッとかける	He sprinkles on soy sauce.
本当に皆様にご心配をおかけしました	I'm sorry for worrying you.
まず、汲みたての水を火にかけます	First, heat fresh tap water.
お手数をおかけいたします	I'm sorry to trouble you.
常に政府に圧力をかけている	They always put pressure on the government.
お客様には、大変ご不便をおかけいたします	It will cause a lot of customer inconvenience.
彼が事前に本人の同意を得ました	He got the consent from them in advance.
校長はあらかじめ理事会の承認を得た	The principal got a board approval in advance.
彼があらかじめ議長の許可を得た	He got approval from the chair in advance.
彼は海外のサイトからも多くの情報を得ました	He also got a lot of information from overseas websites.
彼は４５６人からアンケートの回答を得ました	He got survey responses from 456 people.
彼はネットで収入を得ている	He earns money over the internet.
彼がXでさらに利益を得る	He makes more profit with X.
Xがかなりの評価を得た	X received considerable acclaim.
それが好評を得る	It has earned a good reputation. 
それがお客様から好評を得ています	It has a good reputation from customers.
それがXでたいへん人気を得ました	It gained a lot of popularity with X.
そこに至るまでには多くの方々の協力を得ました	There were many people who helped me get there.
今大会には、１，４７０名の参加を得た	1,470 people attended to this conference.
それが特に同世代の女性から多くの支持を得る	It especially got a lot of support from women of that generation.
その技術は、今までの実績から、多くのお客様の信頼を得ています	Its track record up until now has made the technology very trusted amongst customers.
卒業生は管理栄養士国家試験の受験資格を得る	The graduates are qualified to take national registered dietitian exams.
あなたは私からもっと多くの知識を得るでしょう	I think you will learn a lot more from me.
彼はほぼ予想通りの結果を得た	He basically got the expected results.
彼らが絶好の機会を得た	They got a golden opportunity.
彼がそれを得る	He got it.
彼はXで何とか事なきを得た	Thanks to X, everything was okay with him.
Xが国民の理解を得る	X gained the understanding of the citizens.
彼はそれに絶対に手を出しません	He will never try that.
ようやく太陽が顔を出します	The sun is finally coming out.
彼がせっせと仕事に精を出した	He worked desperately.
私が思わず声を出す	I can't help making a sound.
彼が一緒に音を出す	He played the music with me/them.
彼が部下に指示を出す	He gives directions to his subordinates.
彼が協力会社の人にお礼のメールを出す	He sends a letter of thanks to people in the partnering companies.
彼がすぐに結論を出した	He quickly came to a conclusion.
私は３ヶ月で必ず結果を出します	I will definitely have results within three months.
照明が雰囲気を出します	The lighting creates an atmosphere.
１人の作家が１冊ずつの本を出す	Every author comes out with a book.
彼がXをそのまま口に出した	He spoke out X in that way.
Xが味を出す	X brings out the flavor.
さあ、勇気を出しましょう	Come on, have courage!
急に子どもが熱を出した	The child got a sudden fever.
Xにはみんな金を出す	Everyone gives money for X.
種が、やっと芽を出した	The seeds finally sprouted.
携帯電話会社が新聞に全面広告を出した	The mobile phone company took out a full-page ad in newspapers.
双方に数万の犠牲者を出した	There were tens of thousands of victims on both sides.
料理を、ホールスタッフがお客様に出す	The hall staff serve food for customers.
Xを初めて誰もが知った	Everyone knew X for the first time.
彼はまだ、私の事を知らない	He doesn't know me yet.
Xの大切さを知りましょう	You should understand how important X is.
私は初めてこのサイトの存在を知りました	I found out about this website for the first time.
彼はまだ衝撃の事実を知らない	He doesn't know the shocking facts yet.
まず自分を知ろう	First, we should know ourselves.
私は教育相談に行った人を二人知ってる	I know 2 people who went for educational counseling.
私はそれ以外の方法を知らなかった	I didn't know any other methods.
彼は公表前の情報を知っている	He knows the information before it is publicized.
彼はその言葉を初めて知った	He heard the word for the first time.
彼は私の名前を知っている	He knows my name.
こちらからも友達に安否確認のメールを送りました	We also sent e-mails to our friends to make sure they were safe.
彼は選手たちにエールを送った	He cheered the athletes on.
私は都市で日々の生活を送っている	I live in the city.
犬たちは幸せに第二の人生を送っています	Dogs live a new life happily.
彼は牧場でのんびり余生を送ります	He spends his remaining time leisurely out in the pasture.
彼は明るく元気に毎日を送っていた	He spends every day healthy and happily.
結果を図に示す	The results are shown in the figure.
彼はXにまったく興味を示さなかった	He didn't show any interest in X.
以下に２つの例を示します	Two examples will be shown below.
図２に１９９８年度入学生の結果を示す	The results for freshmen in 1998 are shown in figure 2.
筆者の考えを以下に示す	The opinions of the author are shown below.
市はそれが妥当との見解を示した	The city government expressed its view that it was reasonable.
彼はそれに全く反応を示さない	He has no response to this.
投与が一部の患者にある程度の効果を示している	The medicine has a certain degree of effect on some patients.
値を表１に示す	The value is shown in figure 1.
彼がその基本姿勢を内外に示した	He showed the basic stance at home and abroad.
以下に、病期ごとの治療方針を示します	I will describe the course of treatment for each stage of the disease below.
それは理想的な場合の性能を示します	That indicates the performance in ideal conditions.
やや在庫が増加傾向を示した	A tendency for a slight increase in stock was seen.
質問事項を以下に示す	Questions are shown below.
彼がXに歓迎の意向を示した	He welcomed X.
私が、その一つの方向性を示します	I will present one of these directions.
２つの原因が考えられます	There are two reasons that can be considered.
Xが原因の１つに考えられます	X is considered one of the reasons.
Xなどが原因と考えられます	X and others are thought to be the reasons.
その場合は３つの方法が考えられます	In that case, there are three possible ways.
市はその調査を毎年２回実施している	The city conducts the survey twice a year.
本協議会は事業を以下のとおりに実施する	This committee implements the project as follows.
京都市では、下記のとおり市職員採用試験を実施します	The city of Kyoto will conduct the civil servant recruitment exam as follows.
当社は主に以下の活動を実施しております	Our company mainly implements the following:
市は保護者の方３０００人にアンケートを実施しました	The city conducted a survey of 3,000 guardians.
例年通り、林間教室を一泊二日で実施します	As usual, the camping class will be held for two days and one night.
自治体が４月から一時金の受取代理制度を実施します	From April, the local government will implement a lump-sum proxy recipient program.
私たちは事務事業評価システムの改善を実施しました	We implemented improvements to the administrative evaluation system.
データの分析を実施する	We will analyze the data.
当社は手数料定額サービスを実施しています	We offer a flat fee service.
彼はその後すぐに病院に行きました	He went to the hospital soon after that.
彼は今回初めて中華料理の店に行きました	He went to a Chinese restaurant for the first time.
私も一緒にマッサージの学校に行きました	I also went to massage school with him/her/them.
彼が仕事で急遽東京に行きました	He went to Tokyo on a sudden business trip.
彼が先日、初めて海外に行きました	He went abroad for the first time the other day.
僕は山田と一緒に学校へ行った	I went to school with Yamada.
この後すぐ病院へ行こう	Let's go to hospital right after this.
７月に再び東京へ行きます	I'm going to go to Tokyo again in July.
一緒に近くの公園に行く	I'm going to the nearby park with them.
職場のトイレに行く	I use the restroom in my office.
一緒に、韓国料理の店へ行きました	I went to the Korean restaurant with them.
彼が車で羽田空港まで行きます	He drives to Haneda Airport.
私は今回、初めて３１日の年越しライブに行きました	It was my first time going to the live concert on New Year's Eve.
彼がまた、日曜に行きます	He will go there again on Sunday.
欲しいところに必ずボールが来る	The ball comes in any direction I want.
彼がしばらく沢沿いの道を行く	He walks along the stream for a while.
彼が目的の場所へ行く	He goes to the destination.
父がどんどん先に行く	My father keeps walking on ahead.
旦那と一緒に二人でカラオケに行きました	I went out to karaoke with my husband.
帰宅後すぐに歯医者に行きました	I went to see the dentist immediately after returning home.
彼が子どもたちと一緒に海に行く	He goes to the sea with the kids.
有害物質が少なからず環境に影響を与えます	Harmful substances will have no small influence on the environment.
それが確実に毛根にダメージを与える	It certainly damages the hair root.
天然保湿成分が、肌に潤いをたっぷり与えます	The natural moisturizing ingredient gives your skin plenty of moisture.
笑顔が人に好印象を与える	Smiling leaves a good impression on people.
Xはかっこいいというイメージを周りの人に与える	X seems cool to people.
絶対動物に餌を与えてはいけません	Do not feed the animals.
会長はその会員に弁明の機会を与えた	The chairman gives the member an opportunity to explain.
各地で冬のイベントが行われました	Winter activities were held in various regions.
県高校新人大会が体育館で行われた	The high school freshmen prefectural tournament was held in the gymnasium.
世界中で多くの研究が行われた	A lot of research was conducted all around the world.
２回の定期検査が行われる	Regular inspections are conducted twice.
活発に意見の交換等が行われます	A healthy exchange of ideas will be generated.
Xが各地で行われた	X was held in various regions.
内容の説明が行われた	An explanation was given of the contents.
作品の展示が行われました	The pieces went on exhibit.
５都市で７万人のデモが行われた	70,000 people participated in demonstrations in 5 cities.
ホールで消防庁の音楽隊のコンサートが昼休みに行われる	During lunch, the Fire and Disaster Management Agency band will give a concert in the hall.
請求者がXを必ず確認する	The claimants never fail to check X.
管理者が内容を確認する	The manager will make sure of the content.
彼が電話で当日以降の予約状況を確認します	He will call to check the availability from that day.
彼が在庫状況、納期の目安を確認します	He will check the availability and approximate delivery date.
彼が以下の事を確認する	He confirms the following items.
先輩方がおっしゃっている通りの効果を私が確認しました	I got results just like my seniors said.
すぐにマップで自分の位置を確認しましょう	Let's check where you are on the map.
彼が在庫や価格を確認する	He will check the stock and price.
彼が全ての動作を確認します	He will verify all of the movements.
山田が一旦、自分の部屋に戻る	Mr./Ms. Yamada will go back to his/her room once.
彼がすぐに自分の家に戻った	He immediately returned to home.
体重がすぐに元に戻る	The weight comes back very quickly.
すぐに体重がもとに戻る	I gain weight back really quickly.
ページが前のページに戻ります	The page returns to the previous page.
２００５年のプレスリリース一覧に戻る	Go back to the list of 2005 news releases.
５・６年のページへ戻る	Go back to the pages for the fifth and sixth year.
１２月の一覧へ戻る	Go back to the list for December.
彼が明日、再び東京に戻ります	He will go back to Tokyo again tomorrow.
彼は１８３４年には再び日本に戻った	He returned once again to Japan in 1834.
画面が日記ページのトップにまで戻る	The screen goes back to the top of the diary page.
ページのＴＯＰに戻る	Return to the top of the page.
ページのトップへ戻る	Return to the top of the page.
また話が去年に戻った	We started talking about last year again.
すぐ元の状態に戻る	It immediately goes back to its original state.
レベルが再び５に戻った	It went back to level 5 again.
彼は翌朝、再び東京へ戻った	The next morning, he went back to Tokyo again.
画面が通常の画面に戻る	The screen will go back to normal.
彼らは一旦自分達の部屋へと戻った	They temporarily went back to their own room/rooms.
私はふたたび元の場所に戻った	I went back to the original place again.
ホームに静けさが戻る	The home became quiet again.
著者が各地で定期セミナーを開催します	The authors hold regular seminars in various regions.
弊社は無料開放イベントを開催します	Our company will have an admission-free event.
京都予選会を添付の要領で２８日、開催します	The Kyoto qualifying match will be held on the 28th as stated in the attached schedule.
下記の要領で１９年度の専攻分属説明会を開催します	As stated below, there will be a 2007 briefing session explaining majors.
私はXを自分なりに精一杯やる	I work hard on X in my own way.
彼がふと時計に目をやる	He glances at his watch.
彼が午前と午後の二回、花に水をやります	He waters the flowers twice, once in the morning and once in the afternoon.
自分が何をやるべきかわからない	I don't know what I should do.
彼がなにをやるか想像できない	I can't imagine what he is going to do.
彼が久しぶりに長時間ゲームをやった	It had been a long time since he played a game for that long.
いっしょに野球をやろう	Let’s play baseball together.
彼と一緒にライブハウスでライブをやった	I did a live show with him at a club.
彼がイベントを１日で３回もやった	He does an event three times a day.
仕事を全部、私がやる	I will do all of the work.
誰がやるのか	Who will do that?
彼が１日で１週間分の仕事をやります	He does the work of one week in a day.
彼がXを実際にやった	He actually did X.
彼は自分で事業をやります	He is self-employed.
兄さんが一人で店をやっている	My brother runs the shop by himself.
一緒に音楽をやりましょう	Let's play the music together. 
ライブを深夜にテレビでやる	There are live concerts on late-night TV.
Xが１４ページに御座います	X is on page 14.
なお、数に限りが御座います	In addition, numbers are also limited.
また人数に制限が御座います	There is also a limit on the number of people.
外務大臣から、同趣旨の話が御座いました	The foreign minister also said something like about.
変更の可能性が御座います	There is a possibility of changes.
必要が御座います	It is necessary.
Xが御座います	There is X.
彼がバーで酒を飲む	He drinks at a bar.
すぐ薬を飲むな	Don't take the medicine immediately.
２人でビールを３杯飲んだ	The two of us drank three glasses of beer between us.
彼が何種類ものサプリメントを飲みます	He takes many kinds of supplements.
彼がカクテルを一杯飲みました	He had a cocktail.
われわれは、より良いサービスをお届けできるよう、常にサービスの向上に努めています	We have been making great effort to improve service quality in order to provide better service.
これまで以上に個人情報の保護に努めます	We will make greater efforts than ever to protect personal information.
一人一人が継続的に環境の改善に努めます	Each of us will continuously strive to improve the environment.
安定したサービスを提供するよう社員全員が技術力の向上に努めます	In order to provide stable services, our entire staff will make great efforts to improve their skills.
Xに職員一同が努めます	All of the employees work hard for X.
常に気象状況の把握に努めましょう	Let's try to have a grasp on the weather conditions of the weather at all times.
Xを神がじっと待っている	God is patiently waiting for X.
ぜひこの機会に皆様のご参加をお待ちしております	We are looking forward to many people taking this opportunity to attend.
姫達が心より皆様のご来店をお待ちしております	The princesses are looking forward to seeing you soon.
全スタッフが笑顔で心より、みなさまのお越しをお待ちしております	All of the staff are sincerely looking forward to greeting you with a smile.
冬の芽がじっと春を待っています	During winter, sprouts patiently wait for spring.
彼がしばらくバス停でバスを待つ	He waits for the bus at the bus stop for a while.
是非モニターの皆様のご意見をお待ちしております	We look forward to getting input from the monitor.
皆様の情報をお待ちします	I look forward to hearing from everyone.
楽しみに商品の到着を待ってます	I'm looking forward to receiving the goods.
キリ番ゲットした方のご連絡をお待ちしております	If you hit a nice round number, please let us know.
楽しみに１０日の日を待ってます	I'm looking forward to the 10th.
それがとても人の役に立つ	It's very useful to people.
それが再び自動ドアの前に立ちました	It got in front of the automatic door again.
自ら働ける人が人の上に立つ	Those who can work on their own initiative are leaders. 
自分がお客様の立場に立つ	I look at it from a customer's point of view.
お客さまの視点に立つ	I put myself in the customer's shoes.
自分自身に腹が立った	I got mad at myself.
ハラが立ちました	I got angry.
その場所に少年達が立った	The boys stood there.
彼が初めて世界の舞台に立ちます	He will stand on the world stage for the first time.
私の目の前に一人の男が立った	A man stood in front of me.
労働者が解放運動の先頭に立つ	Workers spearhead the liberation movement.
思わず全身に鳥肌が立った	I got goose bumps all over before I knew it.
彼がユーロバイクの情報を探す	He looks for information on European bicycles.
同じテーマの商品を探す	I look for items with the same theme.
彼が周辺の店を探す	He searches for nearby stores.
彼が不動産会社を探す	He looks for a real estate company.
彼がそれを通信販売で探す	He searches for that on online shopping sites.
彼が本屋でクリスマス関係の本を探した	He looked for Christmas books in the bookstore.
Xかを結局人間が探します	In the end, humans will search out if it's X or not.
彼がある掲示板でネット心中の相手を探す	He is looking for a partner for a suicide-pact on a message board.
彼が地元で運命の人を探す	He looks for a soulmate in his area.
あるタレントの動画を探しました	I was looking for a movie by a certain idol.
好きな女優の画像を探しました	I searched for pictures of my favorite actress.
彼が夜な夜な無料アダルトサイトを探す	Every night, he searches for free porn sites.
彼が今夜の寝場所を探す	He looks for a place to stay tonight.
彼が京都で人材派遣の仕事を探す	He looks for a temp job in Kyoto.
彼が中古マンションを探す	He looks for used condominium.
彼が周辺エリアのアルバイトを探す	He looks for a part-time job nearby.
彼が理想の出会いを無料で探す	He looks for his perfect match for free.
Xかどうかが世界の注目を集めた	Whether it's X or not caught the world's attention.
Xがユーザーの人気を集めました	X became popular among users.
データ管理能力が脚光を集める	The data management ability attracted lots of attention.
彼が主に秘境、辺境地域の情報を集めています	He mainly collects information on unexplored regions and frontiers.
私は昔から催眠関係の資料を集めていました	I started gathering information on hypnosis long ago.
女性に人気のサイトを集めました	We made a list of websites that are the most popular with women.
チョークアート関連のホームページを集めました	We made a list of chalk art homepages.
それが会場に多くの人を集める	It attracted a number of people to the hall.
当社はユニークなイベントで多くのお客様を集めています	Our company draws a lot of customers with unique events.
施工後の作品を集めました	We have gathered the constructed pieces.
特に女性に人気の商品を集めました	We have collected items that are especially popular with women.
その山が古くから人々の信仰を集めてきた	The mountain has been worshiped through the ages.
Xで玄米が話題を集めています	Due to X, brown rice has grown in popularity.
景観問題が人々の関心を集めている	People are concerned about scenery issues.
Xが多くの支持を集めた	X received a lot of support.
旬の素材を使用した	I used seasonal materials.
商品の一部に、麻１００％の生地を使用しています	Part of the item is made of 100% hemp.
業者が専用のソフトを使用する	They use specialized software.
彼が日本の電化製品を使用した	He used Japanese electric appliances.
彼がそれを実際に使用する	He will use it for real.
彼がそれを原料に使用した	He used it as a raw material.
生クリームに高脂肪４７％のクリームを使用しました	We used fresh, 47% high-fat cream.
情報の収集にクッキーを使用しています	We use cookies to collect information.
歪まない様に機械を使用しました	We used a machine to prevent warping.
野菜の加工時にはもちろん一切の化学合成添加物を使用しません	Needless to say, we never use synthetic additives when we process vegetables.
リンクを掲載するページにフレームを使用しない	I don't use frames on pages with links.
天然のオイルを使用します	I use natural oil.
さとうきび由来の原料を使用しています	We use raw ingredients derived from sugar cane.
１００％植物由来の成分を使用しています	We use 100% plant-derived ingredients.
季節ごとに旬の食材を使用します	We use seasonal ingredients just right for that season.
各レンズに高解像度のレンズを使用しています	Each lens is a high resolution lens.
天板には強化ガラスを使用しました	We used reinforced glasses for the sheet.
彼がパソコンを実際には使用しなかった	He didn't actually use the computer.
その際には、この関数を使用します	In that case, this function is used.
審判が３枚のカードを使用する	The referee uses 3 cards.
彼が付属のケーブルを使用しています	He is using the supplied cable.
本品は指の部分に遠赤外線繊維を使用しています	Far-infrared ray fibers are used on the finger part of this product.
彼がバス停から京都駅行きのバスに乗る	He takes the bus to Kyoto Station from the bus stop.
彼が久しぶりに９時前の電車に乗った	He took the train before 9 o'clock for the first time in a while.
私はもうあの人の車には乗りません	I will never ride in his car again.
猫がすぐに膝の上に乗る	The cat always gets on my lap.
すぐにマスコミは調子に乗る	The media tends to get carried away easily.
彼が京都駅から初めて京都の地下鉄に乗る	He will take the Kyoto subway from Kyoto station for the first time.
ようやく事業が軌道に乗る	Business is finally on track.
私は八高線には初めて乗った	It was first time for me to take the Hachiko line.
彼は積極的に人の相談に乗る	He is willing to listen to people's problem.
彼が初めて馬に乗りました	He rode a horse for the first time.
時代の波に乗ろう	Keep pace with the times.
上には完全防備の人が１０人ほど乗っている	There are about 10 fully-protected people on it.
弊社は２２日よりおでんの販売を開始しました	Our company started selling oden on the 22nd.
当社は２２日よりＡＳＰサービスを開始します	Our company will launch ASP service on the 22nd.
協会が本格的に本年度の活動を開始しました	The association got started on this year's activities.
来春より、衛星インターネットサービスの提供を開始します	We will start satellite Internet service from next spring.
彼が早速１枚のＣＤを買った	He immediately bought a CD.
彼が結局１００円の物を買う	He ended up buying something for 100 yen.
初めて毛穴関連の商品を買いました	I bought a pore product for the first time.
彼が早速一冊の本を買いました	He immediately bought a book.
妊娠出産関係の雑誌を買いました	I bought a maternity magazine for the first time.
それを１つ買いました	I bought one of them.
彼はそれを通販で買う	He will mail order it.
彼が久しぶりに自分の服を買った	He bought himself clothes for the first time in a long time.
彼がついにパソコンを買いました	Finally he bought a computer.
山田んが初めて車を買った	Mr./Ms. Yamada bought a car for the first time.
彼がお土産を買う	He will buy a souvenir.
私はおみやげにはこれを買う	I'm going to get this as a souvenir.
Xがいろんな人の反感を買う	X raised disgust in many people.
彼が時計を買いました	He bought a watch/clock.
彼が郊外に家を買った	He bought a house in the suburbs.
帰りに長男と私のご飯をコンビニで買う	I buy food for my eldest son and me at the convenience store on my way home.
男の人からこんな内容のメールが来た	I received an e-mail like this from a man.
すぐに彼から返事が来ました	His answer came quickly.
外国の人が日本に来る	People from foreign countries come to Japan.
そろそろ東京に大地震が来る	A big earthquake is going to hit Tokyo sometime soon.
結構、多くの人が来ました	Quite a lot of people came.
全然日本人の客が来ない	There are no Japanese customers coming.
ついにこの日が来た	This day finally came.
もう時間が来た	Time is up.
Xが私にはしっくり来なかった	I didn't feel right about X.
うちに宅配の人が三回も来た	The delivery person came to my house three times.
お客が店にもう一度来る	The customer comes back to the shop again.
メールが私のところに来ました	The e-mail was sent to me.
今日、会社にメールが来た	Today, I got an e-mail at my office.
時代がついに来る	The time will finally come.
やはり２１日の可能性が高い	As I thought, it will be most likely on the 21st.
がんのリスクが高い	There is a high risk of cancer.
最も費用効果が高かった	The cost-efficiency was the highest.
特に高齢の人の割合が高かった	The percentage of elderly was especially high.
わりに、家賃、食べ物の値段が高い	Rent and food prices are comparatively high.
まだ価格が高い	The price is still high.
むしろ、その可能性のほうが高い	Rather, the possibility of that is higher.
かなり雨の確率が高い	There is a very high chance of rain.
かなり、女の子のレベルが高い	The girls' level is pretty high.
特に女性の間で人気が高い	It's especially popular among women.
エネルギーの変換効率が高い	The energy conversion efficiency is high.
一番背が高い	I am the tallest.
非常に作品の評価が高い	The works are highly-praised.
更に設計の自由度が高い	There is also a lot of flexibility in the design.
Xが目にはっきりと見える	X can be clearly seen.
部屋の窓からは向こうに海が見える	I can see the ocean over there from the window of my room.
きっとあなたなりの何かが見える	I'm sure you can find something very you. 
これは人間の眼には見えません	This can not be seen with human eye.
全く人の姿が見えない	I don't see anyone else at all. 
全く相手の顔が見えません	I can't see the other person's face at all.
あそこに大会役員のすがたが見える	 We can see the tournament directors over there. 
人には、そう見える	People think so.
厳しい表情が私にはそう見えた	I got that impression from the stern look.
彼の方が、やはり子供に見える	He still seems more like a kid.
すぐ右手に大きな店の看板が見えます	You will see a sign for the big shop soon.
彼女がそんな感じに見えます	She gives off that impression.
先が全く見えませんでした	I didn't know what was going to happen.
この著者の新着メールを登録する	I register the newly arrived e-mail about the author.
当社は担当者ｅ−ｍａｉｌ等を登録します	Our company logs the e-mail and other information from the person in charge.
Ｍａｉｌを登録する	I log the e-mail.
彼がこの情報を登録する	He registers the information.
彼がメールアドレスを携帯電話のアドレス帳に登録した	He saved the e-mail address in his cell phone address book.
彼が笑顔で感想を話した	He said his thoughts on it with a smile.
彼が友達に今回の事を話した	He told his friends about what had happened.
彼が先生に今朝の事情を話した	He told his teacher what had happened this morning.
彼がXを人に全部話す	He told people everything about X.
彼が店の人と話す	He talks with people in the shop.
彼が流暢に英語を話しました	He spoke English fluently.
彼がXを周りの人に話します	He told X to the people around him.
彼が誰に何を話すのか	What is he going to tell who?
